ID,Start Node,Stop Node,Label,Diameter (mm),Notes,Length (Scaled) (m),Slope (Calculated) (m/km),Section Type,Manning's n,Flow (m³/h),Velocity (m/s),Capacity (Full Flow) (m³/h),Flow / Capacity (Design) (%),Depth/Rise (%),Is Active?,Population (System Sanitary) (Capita)
5970,MH3464,MH3473,נתוני_קווי_ביוב_אופקים-2171,160,,1.45,-41.492,Circle,0.013,(N/A),(N/A),133,(N/A),(N/A),True,(N/A)
5972,MH4592,MH4618,נתוני_קווי_ביוב_אופקים-8877,110,,2.69,-63.2,Circle,0.013,(N/A),(N/A),60,(N/A),(N/A),True,(N/A)
5975,MH2823,MH2828,נתוני_קווי_ביוב_אופקים-2043,110,,3.51,-22.765,Circle,0.013,(N/A),(N/A),36,(N/A),(N/A),True,(N/A)
5976,MH4032,MH3822,נתוני_קווי_ביוב_אופקים-2141,110,,1.48,772.596,Circle,0.013,(N/A),(N/A),211,(N/A),(N/A),True,(N/A)
5980,MH3256,MH3274,נתוני_קווי_ביוב_אופקים-3664,10,,2.25,-59.148,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
5981,MH2161,MH2150,נתוני_קווי_ביוב_אופקים-2952,160,,1.52,39.552,Circle,0.013,(N/A),(N/A),130,(N/A),(N/A),True,(N/A)
5984,MH3215,MH3234,נתוני_קווי_ביוב_אופקים-3668,10,,1.89,-39.115,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
5985,MH436,MH422,נתוני_קווי_ביוב_אופקים-4347,0,,2.52,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
5987,MH3391,MH3377,נתוני_קווי_ביוב_אופקים-3656,10,,2.23,71.262,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
5988,MH3742,MH3810,נתוני_קווי_ביוב_אופקים-1996,110,,3.23,-133.109,Circle,0.013,(N/A),(N/A),87,(N/A),(N/A),True,(N/A)
5989,MH3274,MH3256,נתוני_קווי_ביוב_אופקים-3662,10,,2.25,59.148,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
5990,MH3274,MH3256,נתוני_קווי_ביוב_אופקים-3663,16,,2.25,59.148,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
5991,MH3314,MH3323,נתוני_קווי_ביוב_אופקים-3660,10,,2.31,-23.794,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
5992,MH3063,MH3072,נתוני_קווי_ביוב_אופקים-3650,10,,2.39,-32.209,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
5993,MH3318,MH3302,נתוני_קווי_ביוב_אופקים-3642,10,,2.08,47.215,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
5996,MH3314,MH3323,נתוני_קווי_ביוב_אופקים-3661,10,,2.31,-23.794,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
5997,MH3007,MH2989,נתוני_קווי_ביוב_אופקים-3651,10,,1.69,88.16,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
5999,MH3333,MH3318,נתוני_קווי_ביוב_אופקים-3672,10,,3.16,25.596,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6001,MH3861,MH3877,נתוני_קווי_ביוב_אופקים-4151,16,,4.07,-21.155,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6005,MH1940,MH310,נתוני_קווי_ביוב_אופקים-3739,10,,2.82,43342.612,Circle,0.013,(N/A),(N/A),3,(N/A),(N/A),True,(N/A)
6006,MH4474,MH4516,נתוני_קווי_ביוב_אופקים-8888,110,,3.48,-77.525,Circle,0.013,(N/A),(N/A),67,(N/A),(N/A),True,(N/A)
6007,MH2796,MH2790,נתוני_קווי_ביוב_אופקים-3707,10,,1.83,62.323,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6008,MH3377,MH3391,נתוני_קווי_ביוב_אופקים-3658,10,,2.23,-71.262,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6011,MH4516,MH4474,נתוני_קווי_ביוב_אופקים-8899,110,,3.48,77.525,Circle,0.013,(N/A),(N/A),67,(N/A),(N/A),True,(N/A)
6012,MH1940,MH310,נתוני_קווי_ביוב_אופקים-3740,10,,2.82,43342.612,Circle,0.013,(N/A),(N/A),3,(N/A),(N/A),True,(N/A)
6014,MH2989,MH3007,נתוני_קווי_ביוב_אופקים-3653,10,,1.69,-88.16,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6016,MH343,MH4284,נתוני_קווי_ביוב_אופקים-3298,16,,1.66,-85231.016,Circle,0.013,(N/A),(N/A),13,(N/A),(N/A),True,(N/A)
6017,MH3132,MH3123,נתוני_קווי_ביוב_אופקים-3643,10,,2.2,26.361,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6018,MH403,MH404,נתוני_קווי_ביוב_אופקים-4362,0,,4.39,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6023,MH3360,MH3369,נתוני_קווי_ביוב_אופקים-3673,10,,2.49,-12.057,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6024,MH3007,MH2989,נתוני_קווי_ביוב_אופקים-3813,0,,1.69,88.16,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6029,MH3323,MH3314,נתוני_קווי_ביוב_אופקים-3659,10,,2.31,23.794,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6030,MH3234,MH3215,נתוני_קווי_ביוב_אופקים-3666,10,,1.89,39.115,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6031,MH1784,MH1779,נתוני_קווי_ביוב_אופקים-2597,6,,1.71,35.104,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6034,MH3123,MH3132,נתוני_קווי_ביוב_אופקים-3646,10,,2.2,-26.361,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6042,MH3319,MH3222,נתוני_קווי_ביוב_אופקים-3639,10,,4.28,180.693,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6043,MH5442,MH5443,נתוני_קווי_ביוב_אופקים-3406,0,,3.72,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6046,MH3215,MH3234,נתוני_קווי_ביוב_אופקים-3667,10,,1.89,-39.115,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6047,MH2744,MH2746,נתוני_קווי_ביוב_אופקים-2039,110,,4.83,-6.21,Circle,0.013,(N/A),(N/A),19,(N/A),(N/A),True,(N/A)
6051,MH2377,MH2357,נתוני_קווי_ביוב_אופקים-2864,160,,1.76,85.181,Circle,0.013,(N/A),(N/A),190,(N/A),(N/A),True,(N/A)
6052,MH3072,MH3063,נתוני_קווי_ביוב_אופקים-3647,10,,2.39,32.209,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6054,MH3132,MH3123,נתוני_קווי_ביוב_אופקים-3644,10,,2.2,26.361,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6060,MH1938,MH1946,נתוני_קווי_ביוב_אופקים-3735,10,,1.94,-44.255,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6065,MH2906,MH2895,נתוני_קווי_ביוב_אופקים-3833,16,,1.79,70.26,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6066,MH3246,MH3252,נתוני_קווי_ביוב_אופקים-3670,10,,2.13,-20.158,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6073,MH423,MH436,נתוני_קווי_ביוב_אופקים-4346,0,,3.17,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6074,MH3072,MH3063,נתוני_קווי_ביוב_אופקים-3648,10,,2.39,32.209,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6076,MH3234,MH3215,נתוני_קווי_ביוב_אופקים-3665,10,,1.89,39.115,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6078,MH3123,MH3132,נתוני_קווי_ביוב_אופקים-3645,10,,2.2,-26.361,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6080,MH2796,MH2790,נתוני_קווי_ביוב_אופקים-3712,16,,1.83,62.323,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6085,MH4032,MH3822,נתוני_קווי_ביוב_אופקים-1990,110,,1.48,772.596,Circle,0.013,(N/A),(N/A),211,(N/A),(N/A),True,(N/A)
6091,MH1918,MH1911,נתוני_קווי_ביוב_אופקים-3738,10,,2.03,26.068,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6094,MH736,MH737,נתוני_קווי_ביוב_אופקים-7848,0,,1.86,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6096,MH4049,MH4075,נתוני_קווי_ביוב_אופקים-1987,110,,1.94,-72.319,Circle,0.013,(N/A),(N/A),64,(N/A),(N/A),True,(N/A)
6097,MH2741,MH2747,נתוני_קווי_ביוב_אופקים-9506,110,,4.35,-16.102,Circle,0.013,(N/A),(N/A),30,(N/A),(N/A),True,(N/A)
6102,MH3058,MH3053,נתוני_קווי_ביוב_אופקים-3252,16,,1.87,26.709,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6103,MH2658,MH2782,נתוני_קווי_ביוב_אופקים-3706,20,,4.78,-321.02,Circle,0.013,(N/A),(N/A),1,(N/A),(N/A),True,(N/A)
6107,MH3445,MH3438,נתוני_קווי_ביוב_אופקים-3654,10,,2.53,12.267,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6108,MH2371,MH2359,נתוני_קווי_ביוב_אופקים-9478,110,,3.83,23.484,Circle,0.013,(N/A),(N/A),37,(N/A),(N/A),True,(N/A)
6116,MH3234,MH3215,נתוני_קווי_ביוב_אופקים-3801,0,,1.89,39.115,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6120,MH4032,MH3822,נתוני_קווי_ביוב_אופקים-1989,110,,1.48,772.596,Circle,0.013,(N/A),(N/A),211,(N/A),(N/A),True,(N/A)
6121,MH3377,MH3391,נתוני_קווי_ביוב_אופקים-3657,10,,2.23,-71.262,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6122,MH3369,MH3360,נתוני_קווי_ביוב_אופקים-3674,10,,2.49,12.057,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6130,MH2895,MH2906,נתוני_קווי_ביוב_אופקים-3245,10,,1.79,-70.26,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6134,MH3302,MH3318,נתוני_קווי_ביוב_אופקים-3671,10,,2.08,-47.215,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6137,MH5603,MH5601,נתוני_קווי_ביוב_אופקים-1956,0,,4.43,6.765,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6144,MH3063,MH3072,נתוני_קווי_ביוב_אופקים-3649,10,,2.39,-32.209,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6147,MH4049,MH4075,נתוני_קווי_ביוב_אופקים-2137,110,,1.94,-72.319,Circle,0.013,(N/A),(N/A),64,(N/A),(N/A),True,(N/A)
6150,MH1979,MH1916,נתוני_קווי_ביוב_אופקים-2968,160,,1.94,325.008,Circle,0.013,(N/A),(N/A),371,(N/A),(N/A),True,(N/A)
6151,MH1946,MH1938,נתוני_קווי_ביוב_אופקים-3736,16,,1.94,44.255,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6152,MH1946,MH1938,נתוני_קווי_ביוב_אופקים-3267,16,,1.94,44.255,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6156,MH735,MH736,נתוני_קווי_ביוב_אופקים-7847,0,,1.95,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6159,MH5476,MH5389,נתוני_קווי_ביוב_אופקים-3481,16,,4.2,213.732,Circle,0.013,(N/A),(N/A),1,(N/A),(N/A),True,(N/A)
6162,MH3007,MH2989,נתוני_קווי_ביוב_אופקים-3652,10,,1.69,88.16,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6164,MH2747,MH2741,נתוני_קווי_ביוב_אופקים-9509,110,,4.35,16.102,Circle,0.013,(N/A),(N/A),30,(N/A),(N/A),True,(N/A)
6167,MH4075,MH4049,נתוני_קווי_ביוב_אופקים-1988,110,,1.94,72.319,Circle,0.013,(N/A),(N/A),64,(N/A),(N/A),True,(N/A)
6171,MH2371,MH2359,נתוני_קווי_ביוב_אופקים-9479,110,,3.83,23.484,Circle,0.013,(N/A),(N/A),37,(N/A),(N/A),True,(N/A)
6172,MH3252,MH3246,נתוני_קווי_ביוב_אופקים-3227,5,,2.13,20.158,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6173,MH2913,MH2910,נתוני_קווי_ביוב_אופקים-3242,10,,2.39,10.867,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6181,MH3252,MH3246,נתוני_קווי_ביוב_אופקים-3226,10,,2.13,20.158,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6184,MH2961,MH2964,נתוני_קווי_ביוב_אופקים-3239,10,,2.01,-26.824,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6186,MH2371,MH2359,נתוני_קווי_ביוב_אופקים-9477,110,,3.83,23.484,Circle,0.013,(N/A),(N/A),37,(N/A),(N/A),True,(N/A)
6192,MH2078,MH2071,נתוני_קווי_ביוב_אופקים-4194,20,,2.01,26.368,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6194,MH2964,MH2961,נתוני_קווי_ביוב_אופקים-3830,16,,2.01,26.824,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6206,MH1918,MH1911,נתוני_קווי_ביוב_אופקים-3764,16,,2.03,26.068,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6209,MH4931,MH4962,נתוני_קווי_ביוב_אופקים-3503,10,,4.86,-33.517,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6215,MH5476,MH5389,נתוני_קווי_ביוב_אופקים-3480,16,,4.2,213.732,Circle,0.013,(N/A),(N/A),1,(N/A),(N/A),True,(N/A)
6217,MH2906,MH2895,נתוני_קווי_ביוב_אופקים-3246,10,,1.79,70.26,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6219,MH2885,MH2889,נתוני_קווי_ביוב_אופקים-3244,10,,2.19,-18.255,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6220,MH3053,MH3058,נתוני_קווי_ביוב_אופקים-3232,10,,1.87,-26.709,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6222,MH2566,MH2540,נתוני_קווי_ביוב_אופקים-2342,6,,2.07,101.645,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6223,MH3256,MH3274,נתוני_קווי_ביוב_אופקים-3224,10,,2.25,-59.148,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6225,MH3318,MH3302,נתוני_קווי_ביוב_אופקים-3841,0,,2.08,47.215,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6234,MH3053,MH3058,נתוני_קווי_ביוב_אופקים-3233,10,,1.87,-26.709,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6236,MH3323,MH3314,נתוני_קווי_ביוב_אופקים-3222,10,,2.31,23.794,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6243,MH738,MH736,נתוני_קווי_ביוב_אופקים-7846,0,,4.16,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6245,MH3438,MH3445,נתוני_קווי_ביוב_אופקים-3221,16,,2.53,-12.267,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6255,MH3751,MH4006,נתוני_קווי_ביוב_אופקים-9564,160,,5.31,-269.408,Circle,0.013,(N/A),(N/A),338,(N/A),(N/A),True,(N/A)
6256,MH3252,MH3246,נתוני_קווי_ביוב_אופקים-3225,10,,2.13,20.158,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6257,MH3252,MH3246,נתוני_קווי_ביוב_אופקים-3289,16,,2.13,20.158,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6258,MH2764,MH2773,נתוני_קווי_ביוב_אופקים-9510,110,,5.41,-18.5,Circle,0.013,(N/A),(N/A),33,(N/A),(N/A),True,(N/A)
6259,MH2790,MH2796,נתוני_קווי_ביוב_אופקים-3248,16,,1.83,-62.323,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6262,MH2135,MH2132,נתוני_קווי_ביוב_אופקים-3040,4,,2.14,23.34,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6264,MH2799,MH347,נתוני_קווי_ביוב_אופקים-3249,16,,3.59,36300.63,Circle,0.013,(N/A),(N/A),8,(N/A),(N/A),True,(N/A)
6267,MH4962,MH4931,נתוני_קווי_ביוב_אופקים-3501,10,,4.86,33.517,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6268,MH2913,MH2910,נתוני_קווי_ביוב_אופקים-3240,10,,2.39,10.867,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6273,MH3274,MH3256,נתוני_קווי_ביוב_אופקים-3223,10,,2.25,59.148,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6276,MH2303,MH2495,נתוני_קווי_ביוב_אופקים-4539,0,,4.96,-330.666,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6278,MH5227,MH307,נתוני_קווי_ביוב_אופקים-3489,10,,4.42,33337.359,Circle,0.013,(N/A),(N/A),2,(N/A),(N/A),True,(N/A)
6279,MH2205,MH2270,נתוני_קווי_ביוב_אופקים-3136,0,,2.16,-245.396,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6280,MH2359,MH2371,נתוני_קווי_ביוב_אופקים-9476,110,,3.83,-23.484,Circle,0.013,(N/A),(N/A),37,(N/A),(N/A),True,(N/A)
6281,MH3302,MH3318,נתוני_קווי_ביוב_אופקים-3228,10,,2.08,-47.215,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6288,MH420,MH421,נתוני_קווי_ביוב_אופקים-4350,0,,4.66,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6297,MH2889,MH2885,נתוני_קווי_ביוב_אופקים-3826,16,,2.19,18.255,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6301,MH3132,MH3123,נתוני_קווי_ביוב_אופקים-3817,0,,2.2,26.361,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6310,MH4986,MH5050,נתוני_קווי_ביוב_אופקים-3502,10,,4.17,-83.985,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6311,MH2910,MH2913,נתוני_קווי_ביוב_אופקים-3241,10,,2.39,-10.867,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6313,MH3391,MH3377,נתוני_קווי_ביוב_אופקים-3807,16,,2.23,71.262,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6316,MH5419,MH5404,נתוני_קווי_ביוב_אופקים-3355,16,,3.5,33.996,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6318,MH3058,MH3053,נתוני_קווי_ביוב_אופקים-3230,10,,1.87,26.709,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6319,MH5191,MH640,נתוני_קווי_ביוב_אופקים-3411,16,,4.3,34258.345,Circle,0.013,(N/A),(N/A),8,(N/A),(N/A),True,(N/A)
6321,MH3246,MH3252,נתוני_קווי_ביוב_אופקים-3178,16,,2.13,-20.158,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6332,MH3274,MH3256,נתוני_קווי_ביוב_אופקים-3803,16,,2.25,59.148,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6335,MH2964,MH2961,נתוני_קווי_ביוב_אופקים-3238,4,,2.01,26.824,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6337,MH2889,MH2885,נתוני_קווי_ביוב_אופקים-4164,10,,2.19,18.255,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6356,MH3058,MH3053,נתוני_קווי_ביוב_אופקים-3231,10,,1.87,26.709,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6365,MH3323,MH3314,נתוני_קווי_ביוב_אופקים-3805,0,,2.31,23.794,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6366,MH3877,MH3861,נתוני_קווי_ביוב_אופקים-4150,10,,4.07,21.155,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6376,MH5404,MH5419,נתוני_קווי_ביוב_אופקים-3356,16,,3.5,-33.996,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6378,MH5301,MH5325,נתוני_קווי_ביוב_אופקים-3484,16,,4.95,-39.38,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6382,MH514,MH782,נתוני_קווי_ביוב_אופקים-4570,6,,3.54,0.0,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6386,MH1992,MH1973,נתוני_קווי_ביוב_אופקים-2419,6,,2.35,67.951,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6398,MH3798,MH3817,נתוני_קווי_ביוב_אופקים-3187,16,,4.55,-25.511,Circle,0.013,(N/A),(N/A),0,(N/A),(N/A),True,(N/A)
6407,MH3043,MH2905,נתוני_קווי_ביוב_אופקים-753,200,,2.39,645.309,Circle,0.013,(N/A),(N/A),949,(N/A),(N/A),True,(N/A)
